"","x","y","marks"
"1637",0.515,0.557,"redoak"
"1638",0.555,0.513,"redoak"
"1639",0.524,0.531,"redoak"
"1640",0.44,0.566,"redoak"
"1641",0.475,0.562,"redoak"
"1642",0.497,0.562,"redoak"
"1643",0.502,0.33,"redoak"
"1644",0.555,0.425,"redoak"
"1645",0.558,0.396,"redoak"
"1646",0.565,0.395,"redoak"
"1647",0.528,0.338,"redoak"
"1648",0.502,0.364,"redoak"
"1649",0.438,0.201,"redoak"
"1650",0.489,0.188,"redoak"
"1651",0.522,0.211,"redoak"
"1652",0.525,0.202,"redoak"
"1653",0.551,0.211,"redoak"
"1654",0.455,0.213,"redoak"
"1655",0.491,0.025,"redoak"
"1656",0.523,0.064,"redoak"
"1657",0.566,0.013,"redoak"
"1658",0.519,0.015,"redoak"
"1659",0.509,0.013,"redoak"
"1660",0.544,0.079,"redoak"
"1661",0.511,0.085,"redoak"
"1662",0.431,0.102,"redoak"
"1663",0.593,0.03,"redoak"
"1664",0.597,0.051,"redoak"
"1665",0.654,0.005,"redoak"
"1666",0.683,0.026,"redoak"
"1667",0.583,0.078,"redoak"
"1668",0.594,0.089,"redoak"
"1669",0.637,0.108,"redoak"
"1670",0.596,0.195,"redoak"
"1671",0.582,0.198,"redoak"
"1672",0.575,0.211,"redoak"
"1673",0.697,0.273,"redoak"
"1674",0.604,0.288,"redoak"
"1675",0.598,0.341,"redoak"
"1676",0.584,0.422,"redoak"
"1677",0.577,0.448,"redoak"
"1678",0.611,0.455,"redoak"
"1679",0.633,0.461,"redoak"
"1680",0.685,0.484,"redoak"
"1681",0.679,0.487,"redoak"
"1682",0.68,0.463,"redoak"
"1683",0.663,0.484,"redoak"
"1684",0.692,0.496,"redoak"
"1685",0.693,0.506,"redoak"
"1686",0.696,0.518,"redoak"
"1687",0.698,0.585,"redoak"
"1688",0.711,0.63,"redoak"
"1689",0.679,0.637,"redoak"
"1690",0.65,0.639,"redoak"
"1691",0.699,0.601,"redoak"
"1692",0.714,0.671,"redoak"
"1693",0.654,0.738,"redoak"
"1694",0.658,0.722,"redoak"
"1695",0.685,0.733,"redoak"
"1696",0.696,0.719,"redoak"
"1697",0.696,0.766,"redoak"
"1698",0.672,0.774,"redoak"
"1699",0.645,0.733,"redoak"
"1700",0.618,0.877,"redoak"
"1701",0.63,0.852,"redoak"
"1702",0.584,0.916,"redoak"
"1703",0.653,0.987,"redoak"
"1704",0.617,0.966,"redoak"
"1705",0.814,0.916,"redoak"
"1706",0.79,0.983,"redoak"
"1707",0.805,0.983,"redoak"
"1708",0.829,0.986,"redoak"
"1709",0.83,0.985,"redoak"
"1710",0.823,0.95,"redoak"
"1711",0.825,0.935,"redoak"
"1712",0.799,0.943,"redoak"
"1713",0.76,0.958,"redoak"
"1714",0.786,0.983,"redoak"
"1715",0.769,0.984,"redoak"
"1716",0.76,0.738,"redoak"
"1717",0.819,0.768,"redoak"
"1718",0.85,0.853,"redoak"
"1719",0.752,0.847,"redoak"
"1720",0.785,0.85,"redoak"
"1721",0.736,0.644,"redoak"
"1722",0.746,0.621,"redoak"
"1723",0.779,0.644,"redoak"
"1724",0.784,0.57,"redoak"
"1725",0.762,0.591,"redoak"
"1726",0.725,0.571,"redoak"
"1727",0.826,0.628,"redoak"
"1728",0.797,0.606,"redoak"
"1729",0.838,0.672,"redoak"
"1730",0.803,0.673,"redoak"
"1731",0.765,0.689,"redoak"
"1732",0.723,0.657,"redoak"
"1733",0.764,0.688,"redoak"
"1734",0.772,0.485,"redoak"
"1735",0.826,0.476,"redoak"
"1736",0.773,0.569,"redoak"
"1737",0.781,0.563,"redoak"
"1738",0.738,0.353,"redoak"
"1739",0.75,0.348,"redoak"
"1740",0.753,0.342,"redoak"
"1741",0.769,0.337,"redoak"
"1742",0.857,0.302,"redoak"
"1743",0.827,0.351,"redoak"
"1744",0.82,0.397,"redoak"
"1745",0.85,0.402,"redoak"
"1746",0.759,0.383,"redoak"
"1747",0.741,0.175,"redoak"
"1748",0.754,0.197,"redoak"
"1749",0.787,0.185,"redoak"
"1750",0.723,0.168,"redoak"
"1751",0.841,0.282,"redoak"
"1752",0.851,0.094,"redoak"
"1753",0.813,0.106,"redoak"
"1754",0.823,0.077,"redoak"
"1755",0.811,0.081,"redoak"
"1756",0.78,0.101,"redoak"
"1757",0.721,0.075,"redoak"
"1758",0.929,0.109,"redoak"
"1759",0.921,0.251,"redoak"
"1760",0.997,0.232,"redoak"
"1761",0.99,0.251,"redoak"
"1762",0.938,0.266,"redoak"
"1763",0.93,0.266,"redoak"
"1764",0.905,0.264,"redoak"
"1765",0.874,0.262,"redoak"
"1766",0.876,0.264,"redoak"
"1767",0.869,0.267,"redoak"
"1768",0.934,0.317,"redoak"
"1769",0.976,0.292,"redoak"
"1770",0.986,0.329,"redoak"
"1771",0.949,0.341,"redoak"
"1772",0.982,0.396,"redoak"
"1773",0.908,0.392,"redoak"
"1774",0.92,0.371,"redoak"
"1775",0.905,0.417,"redoak"
"1776",0.861,0.463,"redoak"
"1777",0.992,0.473,"redoak"
"1778",0.989,0.471,"redoak"
"1779",0.984,0.481,"redoak"
"1780",0.958,0.524,"redoak"
"1781",0.959,0.523,"redoak"
"1782",0.887,0.527,"redoak"
"1783",0.9,0.574,"redoak"
"1784",0.956,0.692,"redoak"
"1785",0.944,0.659,"redoak"
"1786",0.944,0.666,"redoak"
"1787",0.882,0.692,"redoak"
"1788",0.974,0.789,"redoak"
"1789",0.979,0.847,"redoak"
"1790",0.965,0.833,"redoak"
"1791",0.921,0.828,"redoak"
"1792",0.887,0.877,"redoak"
"1793",0.965,0.887,"redoak"
"1794",0.975,0.879,"redoak"
"1795",0.999,0.923,"redoak"
"1796",0.981,0.916,"redoak"
"1797",0.961,0.975,"redoak"
"1798",0.904,0.982,"redoak"
"1799",0.861,0.977,"redoak"
"1800",0.859,0.979,"redoak"
"1801",0.406,0.377,"redoak"
"1802",0.416,0.418,"redoak"
"1803",0.412,0.423,"redoak"
"1804",0.111,0.013,"whiteoak"
"1805",0.14,0.001,"whiteoak"
"1806",0.096,0.127,"whiteoak"
"1807",0.058,0.092,"whiteoak"
"1808",0.073,0.074,"whiteoak"
"1809",0.077,0.116,"whiteoak"
"1810",0.009,0.133,"whiteoak"
"1811",0.036,0.142,"whiteoak"
"1812",0.056,0.157,"whiteoak"
"1813",0.066,0.187,"whiteoak"
"1814",0.057,0.181,"whiteoak"
"1815",0.054,0.177,"whiteoak"
"1816",0.071,0.174,"whiteoak"
"1817",0.037,0.205,"whiteoak"
"1818",0.058,0.203,"whiteoak"
"1819",0.073,0.159,"whiteoak"
"1820",0.13,0.202,"whiteoak"
"1821",0.113,0.173,"whiteoak"
"1822",0.075,0.171,"whiteoak"
"1823",0.083,0.222,"whiteoak"
"1824",0.09,0.267,"whiteoak"
"1825",0.089,0.268,"whiteoak"
"1826",0.042,0.214,"whiteoak"
"1827",0.062,0.237,"whiteoak"
"1828",0.069,0.262,"whiteoak"
"1829",0.015,0.305,"whiteoak"
"1830",0.018,0.314,"whiteoak"
"1831",0.017,0.292,"whiteoak"
"1832",0.029,0.33,"whiteoak"
"1833",0.08,0.324,"whiteoak"
"1834",0.087,0.314,"whiteoak"
"1835",0.113,0.335,"whiteoak"
"1836",0.11,0.321,"whiteoak"
"1837",0.133,0.357,"whiteoak"
"1838",0.081,0.384,"whiteoak"
"1839",0.135,0.404,"whiteoak"
"1840",0.124,0.361,"whiteoak"
"1841",0.05,0.365,"whiteoak"
"1842",0.05,0.39,"whiteoak"
"1843",0.029,0.45,"whiteoak"
"1844",0.025,0.468,"whiteoak"
"1845",0.023,0.471,"whiteoak"
"1846",0.064,0.474,"whiteoak"
"1847",0.06,0.461,"whiteoak"
"1848",0.024,0.484,"whiteoak"
"1849",0.092,0.453,"whiteoak"
"1850",0.041,0.497,"whiteoak"
"1851",0.028,0.503,"whiteoak"
"1852",0.029,0.523,"whiteoak"
"1853",0.025,0.534,"whiteoak"
"1854",0.048,0.521,"whiteoak"
"1855",0.037,0.543,"whiteoak"
"1856",0.038,0.551,"whiteoak"
"1857",0.026,0.542,"whiteoak"
"1858",0.026,0.554,"whiteoak"
"1859",0.023,0.565,"whiteoak"
"1860",0.026,0.536,"whiteoak"
"1861",0.01,0.549,"whiteoak"
"1862",0.028,0.577,"whiteoak"
"1863",0.034,0.633,"whiteoak"
"1864",0.008,0.579,"whiteoak"
"1865",0.109,0.679,"whiteoak"
"1866",0.004,0.792,"whiteoak"
"1867",0.025,0.8,"whiteoak"
"1868",0.028,0.811,"whiteoak"
"1869",0.026,0.813,"whiteoak"
"1870",0.038,0.805,"whiteoak"
"1871",0.068,0.831,"whiteoak"
"1872",0.032,0.825,"whiteoak"
"1873",0.024,0.847,"whiteoak"
"1874",0.022,0.882,"whiteoak"
"1875",0.027,0.851,"whiteoak"
"1876",0.027,0.858,"whiteoak"
"1877",0.044,0.878,"whiteoak"
"1878",0.047,0.876,"whiteoak"
"1879",0.002,0.873,"whiteoak"
"1880",0.006,0.855,"whiteoak"
"1881",0.124,0.881,"whiteoak"
"1882",0.147,0.919,"whiteoak"
"1883",0.141,0.971,"whiteoak"
"1884",0.021,0.961,"whiteoak"
"1885",0.016,0.982,"whiteoak"
"1886",0.153,0.865,"whiteoak"
"1887",0.237,0.973,"whiteoak"
"1888",0.247,0.986,"whiteoak"
"1889",0.263,0.956,"whiteoak"
"1890",0.273,0.979,"whiteoak"
"1891",0.153,0.968,"whiteoak"
"1892",0.184,0.972,"whiteoak"
"1893",0.181,0.948,"whiteoak"
"1894",0.194,0.958,"whiteoak"
"1895",0.183,0.776,"whiteoak"
"1896",0.174,0.776,"whiteoak"
"1897",0.152,0.768,"whiteoak"
"1898",0.219,0.736,"whiteoak"
"1899",0.185,0.734,"whiteoak"
"1900",0.156,0.727,"whiteoak"
"1901",0.273,0.753,"whiteoak"
"1902",0.272,0.722,"whiteoak"
"1903",0.227,0.721,"whiteoak"
"1904",0.285,0.837,"whiteoak"
"1905",0.274,0.798,"whiteoak"
"1906",0.211,0.639,"whiteoak"
"1907",0.163,0.606,"whiteoak"
"1908",0.216,0.616,"whiteoak"
"1909",0.172,0.57,"whiteoak"
"1910",0.241,0.578,"whiteoak"
"1911",0.221,0.57,"whiteoak"
"1912",0.226,0.684,"whiteoak"
"1913",0.248,0.668,"whiteoak"
"1914",0.221,0.647,"whiteoak"
"1915",0.184,0.666,"whiteoak"
"1916",0.16,0.648,"whiteoak"
"1917",0.192,0.465,"whiteoak"
"1918",0.244,0.449,"whiteoak"
"1919",0.179,0.342,"whiteoak"
"1920",0.203,0.333,"whiteoak"
"1921",0.152,0.295,"whiteoak"
"1922",0.279,0.308,"whiteoak"
"1923",0.233,0.365,"whiteoak"
"1924",0.203,0.393,"whiteoak"
"1925",0.176,0.38,"whiteoak"
"1926",0.173,0.405,"whiteoak"
"1927",0.155,0.19,"whiteoak"
"1928",0.183,0.181,"whiteoak"
"1929",0.197,0.218,"whiteoak"
"1930",0.236,0.183,"whiteoak"
"1931",0.256,0.209,"whiteoak"
"1932",0.275,0.185,"whiteoak"
"1933",0.249,0.147,"whiteoak"
"1934",0.225,0.157,"whiteoak"
"1935",0.285,0.241,"whiteoak"
"1936",0.285,0.237,"whiteoak"
"1937",0.267,0.25,"whiteoak"
"1938",0.235,0.222,"whiteoak"
"1939",0.222,0.227,"whiteoak"
"1940",0.147,0.265,"whiteoak"
"1941",0.171,0.281,"whiteoak"
"1942",0.18,0.262,"whiteoak"
"1943",0.186,0.228,"whiteoak"
"1944",0.167,0.227,"whiteoak"
"1945",0.154,0.225,"whiteoak"
"1946",0.149,0.21,"whiteoak"
"1947",0.213,0.034,"whiteoak"
"1948",0.224,0.117,"whiteoak"
"1949",0.245,0.136,"whiteoak"
"1950",0.261,0.141,"whiteoak"
"1951",0.187,0.141,"whiteoak"
"1952",0.206,0.124,"whiteoak"
"1953",0.212,0.13,"whiteoak"
"1954",0.311,0.175,"whiteoak"
"1955",0.345,0.153,"whiteoak"
"1956",0.325,0.179,"whiteoak"
"1957",0.425,0.182,"whiteoak"
"1958",0.366,0.16,"whiteoak"
"1959",0.368,0.162,"whiteoak"
"1960",0.353,0.251,"whiteoak"
"1961",0.318,0.268,"whiteoak"
"1962",0.295,0.325,"whiteoak"
"1963",0.308,0.303,"whiteoak"
"1964",0.319,0.328,"whiteoak"
"1965",0.371,0.318,"whiteoak"
"1966",0.188,0.088,"whiteoak"
"1967",0.17,0.085,"whiteoak"
"1968",0.149,0.065,"whiteoak"
"1969",0.315,0.049,"whiteoak"
"1970",0.421,0.035,"whiteoak"
"1971",0.361,0.122,"whiteoak"
"1972",0.409,0.128,"whiteoak"
"1973",0.313,0.115,"whiteoak"
"1974",0.302,0.381,"whiteoak"
"1975",0.341,0.397,"whiteoak"
"1976",0.293,0.403,"whiteoak"
"1977",0.377,0.468,"whiteoak"
"1978",0.36,0.494,"whiteoak"
"1979",0.419,0.541,"whiteoak"
"1980",0.376,0.561,"whiteoak"
"1981",0.291,0.506,"whiteoak"
"1982",0.293,0.606,"whiteoak"
"1983",0.303,0.589,"whiteoak"
"1984",0.385,0.677,"whiteoak"
"1985",0.345,0.653,"whiteoak"
"1986",0.402,0.714,"whiteoak"
"1987",0.432,0.779,"whiteoak"
"1988",0.405,0.75,"whiteoak"
"1989",0.38,0.781,"whiteoak"
"1990",0.36,0.818,"whiteoak"
"1991",0.348,0.887,"whiteoak"
"1992",0.345,0.868,"whiteoak"
"1993",0.364,0.854,"whiteoak"
"1994",0.431,0.881,"whiteoak"
"1995",0.397,0.929,"whiteoak"
"1996",0.363,0.929,"whiteoak"
"1997",0.369,0.959,"whiteoak"
"1998",0.366,0.977,"whiteoak"
"1999",0.356,0.985,"whiteoak"
"2000",0.3,0.981,"whiteoak"
"2001",0.358,0.957,"whiteoak"
"2002",0.486,0.917,"whiteoak"
"2003",0.497,0.854,"whiteoak"
"2004",0.475,0.864,"whiteoak"
"2005",0.451,0.87,"whiteoak"
"2006",0.558,0.904,"whiteoak"
"2007",0.506,0.963,"whiteoak"
"2008",0.523,0.95,"whiteoak"
"2009",0.554,0.939,"whiteoak"
"2010",0.45,0.958,"whiteoak"
"2011",0.488,0.955,"whiteoak"
"2012",0.492,0.948,"whiteoak"
"2013",0.482,0.942,"whiteoak"
"2014",0.439,0.925,"whiteoak"
"2015",0.465,0.774,"whiteoak"
"2016",0.488,0.746,"whiteoak"
"2017",0.502,0.753,"whiteoak"
"2018",0.499,0.72,"whiteoak"
"2019",0.564,0.762,"whiteoak"
"2020",0.437,0.835,"whiteoak"
"2021",0.496,0.827,"whiteoak"
"2022",0.457,0.806,"whiteoak"
"2023",0.461,0.791,"whiteoak"
"2024",0.489,0.631,"whiteoak"
"2025",0.491,0.616,"whiteoak"
"2026",0.543,0.588,"whiteoak"
"2027",0.529,0.571,"whiteoak"
"2028",0.528,0.591,"whiteoak"
"2029",0.547,0.693,"whiteoak"
"2030",0.505,0.641,"whiteoak"
"2031",0.482,0.453,"whiteoak"
"2032",0.55,0.479,"whiteoak"
"2033",0.568,0.502,"whiteoak"
"2034",0.558,0.505,"whiteoak"
"2035",0.434,0.537,"whiteoak"
"2036",0.446,0.555,"whiteoak"
"2037",0.45,0.499,"whiteoak"
"2038",0.46,0.32,"whiteoak"
"2039",0.486,0.308,"whiteoak"
"2040",0.547,0.305,"whiteoak"
"2041",0.55,0.377,"whiteoak"
"2042",0.515,0.364,"whiteoak"
"2043",0.575,0.361,"whiteoak"
"2044",0.436,0.41,"whiteoak"
"2045",0.488,0.391,"whiteoak"
"2046",0.463,0.37,"whiteoak"
"2047",0.512,0.188,"whiteoak"
"2048",0.502,0.162,"whiteoak"
"2049",0.498,0.157,"whiteoak"
"2050",0.558,0.272,"whiteoak"
"2051",0.523,0.232,"whiteoak"
"2052",0.51,0.218,"whiteoak"
"2053",0.476,0.259,"whiteoak"
"2054",0.475,0.278,"whiteoak"
"2055",0.479,0.244,"whiteoak"
"2056",0.472,0.235,"whiteoak"
"2057",0.456,0.238,"whiteoak"
"2058",0.458,0.012,"whiteoak"
"2059",0.511,0.064,"whiteoak"
"2060",0.551,0.057,"whiteoak"
"2061",0.521,0.135,"whiteoak"
"2062",0.543,0.12,"whiteoak"
"2063",0.522,0.088,"whiteoak"
"2064",0.446,0.11,"whiteoak"
"2065",0.588,0.068,"whiteoak"
"2066",0.653,0.062,"whiteoak"
"2067",0.655,0.127,"whiteoak"
"2068",0.602,0.127,"whiteoak"
"2069",0.659,0.176,"whiteoak"
"2070",0.705,0.155,"whiteoak"
"2071",0.668,0.218,"whiteoak"
"2072",0.588,0.228,"whiteoak"
"2073",0.592,0.225,"whiteoak"
"2074",0.6,0.25,"whiteoak"
"2075",0.592,0.253,"whiteoak"
"2076",0.59,0.279,"whiteoak"
"2077",0.58,0.282,"whiteoak"
"2078",0.583,0.3,"whiteoak"
"2079",0.579,0.32,"whiteoak"
"2080",0.62,0.3,"whiteoak"
"2081",0.628,0.323,"whiteoak"
"2082",0.637,0.321,"whiteoak"
"2083",0.643,0.303,"whiteoak"
"2084",0.646,0.333,"whiteoak"
"2085",0.64,0.357,"whiteoak"
"2086",0.697,0.328,"whiteoak"
"2087",0.714,0.357,"whiteoak"
"2088",0.699,0.353,"whiteoak"
"2089",0.699,0.422,"whiteoak"
"2090",0.584,0.359,"whiteoak"
"2091",0.623,0.378,"whiteoak"
"2092",0.615,0.399,"whiteoak"
"2093",0.611,0.404,"whiteoak"
"2094",0.596,0.412,"whiteoak"
"2095",0.594,0.436,"whiteoak"
"2096",0.629,0.451,"whiteoak"
"2097",0.648,0.435,"whiteoak"
"2098",0.688,0.523,"whiteoak"
"2099",0.583,0.593,"whiteoak"
"2100",0.604,0.603,"whiteoak"
"2101",0.618,0.573,"whiteoak"
"2102",0.637,0.602,"whiteoak"
"2103",0.65,0.596,"whiteoak"
"2104",0.608,0.647,"whiteoak"
"2105",0.662,0.593,"whiteoak"
"2106",0.676,0.59,"whiteoak"
"2107",0.681,0.597,"whiteoak"
"2108",0.702,0.592,"whiteoak"
"2109",0.685,0.619,"whiteoak"
"2110",0.596,0.661,"whiteoak"
"2111",0.6,0.699,"whiteoak"
"2112",0.577,0.737,"whiteoak"
"2113",0.576,0.762,"whiteoak"
"2114",0.708,0.785,"whiteoak"
"2115",0.65,0.792,"whiteoak"
"2116",0.67,0.832,"whiteoak"
"2117",0.591,0.814,"whiteoak"
"2118",0.597,0.802,"whiteoak"
"2119",0.63,0.819,"whiteoak"
"2120",0.627,0.829,"whiteoak"
"2121",0.629,0.839,"whiteoak"
"2122",0.576,0.991,"whiteoak"
"2123",0.609,0.906,"whiteoak"
"2124",0.614,0.892,"whiteoak"
"2125",0.632,0.873,"whiteoak"
"2126",0.657,0.932,"whiteoak"
"2127",0.698,0.95,"whiteoak"
"2128",0.706,0.981,"whiteoak"
"2129",0.695,0.984,"whiteoak"
"2130",0.688,0.979,"whiteoak"
"2131",0.685,0.985,"whiteoak"
"2132",0.672,0.966,"whiteoak"
"2133",0.665,0.984,"whiteoak"
"2134",0.662,0.979,"whiteoak"
"2135",0.628,0.927,"whiteoak"
"2136",0.621,0.989,"whiteoak"
"2137",0.577,0.978,"whiteoak"
"2138",0.645,0.958,"whiteoak"
"2139",0.634,0.978,"whiteoak"
"2140",0.75,0.919,"whiteoak"
"2141",0.762,0.906,"whiteoak"
"2142",0.797,0.876,"whiteoak"
"2143",0.793,0.943,"whiteoak"
"2144",0.726,0.981,"whiteoak"
"2145",0.742,0.981,"whiteoak"
"2146",0.751,0.959,"whiteoak"
"2147",0.724,0.947,"whiteoak"
"2148",0.745,0.75,"whiteoak"
"2149",0.754,0.755,"whiteoak"
"2150",0.773,0.78,"whiteoak"
"2151",0.759,0.723,"whiteoak"
"2152",0.801,0.776,"whiteoak"
"2153",0.85,0.761,"whiteoak"
"2154",0.834,0.721,"whiteoak"
"2155",0.817,0.737,"whiteoak"
"2156",0.789,0.831,"whiteoak"
"2157",0.804,0.83,"whiteoak"
"2158",0.851,0.838,"whiteoak"
"2159",0.768,0.833,"whiteoak"
"2160",0.777,0.828,"whiteoak"
"2161",0.756,0.793,"whiteoak"
"2162",0.768,0.649,"whiteoak"
"2163",0.767,0.62,"whiteoak"
"2164",0.854,0.637,"whiteoak"
"2165",0.859,0.645,"whiteoak"
"2166",0.85,0.603,"whiteoak"
"2167",0.87,0.591,"whiteoak"
"2168",0.843,0.689,"whiteoak"
"2169",0.75,0.499,"whiteoak"
"2170",0.795,0.479,"whiteoak"
"2171",0.761,0.432,"whiteoak"
"2172",0.737,0.443,"whiteoak"
"2173",0.734,0.513,"whiteoak"
"2174",0.804,0.367,"whiteoak"
"2175",0.772,0.327,"whiteoak"
"2176",0.794,0.317,"whiteoak"
"2177",0.787,0.291,"whiteoak"
"2178",0.745,0.31,"whiteoak"
"2179",0.741,0.305,"whiteoak"
"2180",0.733,0.316,"whiteoak"
"2181",0.856,0.344,"whiteoak"
"2182",0.826,0.357,"whiteoak"
"2183",0.831,0.301,"whiteoak"
"2184",0.811,0.308,"whiteoak"
"2185",0.806,0.41,"whiteoak"
"2186",0.825,0.425,"whiteoak"
"2187",0.839,0.418,"whiteoak"
"2188",0.718,0.411,"whiteoak"
"2189",0.758,0.395,"whiteoak"
"2190",0.742,0.181,"whiteoak"
"2191",0.733,0.165,"whiteoak"
"2192",0.772,0.157,"whiteoak"
"2193",0.807,0.177,"whiteoak"
"2194",0.833,0.199,"whiteoak"
"2195",0.852,0.188,"whiteoak"
"2196",0.855,0.156,"whiteoak"
"2197",0.813,0.144,"whiteoak"
"2198",0.805,0.208,"whiteoak"
"2199",0.738,0.286,"whiteoak"
"2200",0.756,0.219,"whiteoak"
"2201",0.776,0.065,"whiteoak"
"2202",0.773,0.006,"whiteoak"
"2203",0.747,0.001,"whiteoak"
"2204",0.844,0.034,"whiteoak"
"2205",0.791,0.024,"whiteoak"
"2206",0.821,0.115,"whiteoak"
"2207",0.828,0.124,"whiteoak"
"2208",0.824,0.132,"whiteoak"
"2209",0.792,0.096,"whiteoak"
"2210",0.802,0.136,"whiteoak"
"2211",0.722,0.118,"whiteoak"
"2212",0.751,0.077,"whiteoak"
"2213",0.78,0.109,"whiteoak"
"2214",0.859,0.011,"whiteoak"
"2215",0.864,0.038,"whiteoak"
"2216",0.911,0.016,"whiteoak"
"2217",0.887,0.047,"whiteoak"
"2218",0.864,0.156,"whiteoak"
"2219",0.949,0.186,"whiteoak"
"2220",0.937,0.238,"whiteoak"
"2221",0.968,0.24,"whiteoak"
"2222",0.959,0.305,"whiteoak"
"2223",0.939,0.49,"whiteoak"
"2224",0.861,0.474,"whiteoak"
"2225",0.961,0.498,"whiteoak"
"2226",0.947,0.553,"whiteoak"
"2227",0.919,0.56,"whiteoak"
"2228",0.996,0.674,"whiteoak"
"2229",0.994,0.705,"whiteoak"
"2230",0.913,0.698,"whiteoak"
"2231",0.863,0.738,"whiteoak"
"2232",0.917,0.751,"whiteoak"
"2233",0.971,0.756,"whiteoak"
"2234",0.931,0.773,"whiteoak"
"2235",0.943,0.787,"whiteoak"
"2236",0.992,0.834,"whiteoak"
"2237",0.998,0.845,"whiteoak"
"2238",0.978,0.853,"whiteoak"
"2239",0.895,0.798,"whiteoak"
"2240",0.922,0.814,"whiteoak"
"2241",0.88,0.824,"whiteoak"
"2242",0.863,0.826,"whiteoak"
"2243",0.9,0.927,"whiteoak"
"2244",0.991,0.863,"whiteoak"
"2245",0.96,0.981,"whiteoak"
"2246",0.955,0.966,"whiteoak"
"2247",0.865,0.936,"whiteoak"
"2248",0.905,0.959,"whiteoak"
"2249",0.86,0.982,"whiteoak"
"2250",0.302,0.102,"whiteoak"
"2251",0.298,0.169,"whiteoak"
